,posted,neighborhood,post title,number bedrooms,sqft,URL,price,latlon,y,x
1303,2022-05-23 16:59, (Northridge),Be Proud of where you live! Build a home at Cambridge on Devonshire!,1.0,760.0,https://losangeles.craigslist.org/sfv/apa/d/granada-hills-be-proud-of-where-you/7487502000.html,"2,200","['34.257101', '-118.525601']",,
1304,2022-05-23 16:58," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7487509137.html,"3,095","['34.156880', '-118.364912']",,
1305,2022-05-23 16:57, (OPEN HOUSE DAILY 10-5 | Northridge),"2 Bedroom 2 Bath in Northridge + State-Of-The-Art Fitness Center, Pool",2.0,1044.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-bedroom-bath-in-northridge/7483833150.html,"2,505","['34.248832', '-118.523219']",,
1306,2022-05-23 16:57, (Encino),"♜ 2+2 in Encino | Kitchen Whirlpool Appliances, Washer/Dryer in Unit ♜",2.0,1266.0,https://losangeles.craigslist.org/sfv/apa/d/encino-22-in-encino-kitchen-whirlpool/7484988001.html,"2,795","['34.170410', '-118.524417']",,
1307,2022-05-23 16:56, (Northridge),"Quiet, Clean and Peaceful. Very Nice RENOVATED 1 Bedroom!",1.0,785.0,https://losangeles.craigslist.org/sfv/apa/d/granada-hills-quiet-clean-and-peaceful/7487505098.html,"2,273","['34.257101', '-118.525601']",,
1308,2022-05-23 16:56, (Woodland Hills),"When Minutes Matter, Live Where You Work and Play",1.0,823.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-when-minutes-matter-live/7487508586.html,"2,675","['34.182827', '-118.591016']",,
1309,2022-05-23 16:56," (burbank, glendale, north hollywood, studio city, noho)",BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,1500.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-burbank-apartment-home-front/7487508534.html,"2,095","['34.169582', '-118.302023']",,
1310,2022-05-23 16:55, (South of Ventura Blvd.),Soothing Spa * Pet-Friendly * A/C * Large Studio in Gorgeous Reseda,,534.0,https://losangeles.craigslist.org/sfv/apa/d/reseda-soothing-spa-pet-friendly-c/7487508340.html,"1,847","['34.201004', '-118.521032']",,
1311,2022-05-23 16:55," (22219 Summit Vue Lane, Woodland Hills, CA)","Coffee Bar in our Lobby, Spacious Walk In Closet(s), Natural Skylight",2.0,1115.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-coffee-bar-in-our-lobby/7485018905.html,"3,537","['34.176700', '-118.615900']",,
1312,2022-05-23 16:55, (North Hills/Near CSUN),"Central A/C, Granite, Laminate Flooring | 2 Bedroom in North Hills",2.0,1100.0,https://losangeles.craigslist.org/sfv/apa/d/north-hills-central-c-granite-laminate/7487508240.html,"2,200","['34.235403', '-118.468415']",,
1313,2022-05-23 16:54, (Northidge - Open House Daily 10-5),Call Us Today* Wood Inspired Flooring* Central Air* 2+2 in Northridge,2.0,906.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-call-us-today-wood-inspired/7487508039.html,"2,200","['34.226503', '-118.500032']",,
1314,2022-05-23 16:54, (Van Nuys 91405),Ceiling Fans + Fridge + Plank Flooring Throughout + 1 Bed in Van Nuys,1.0,700.0,https://losangeles.craigslist.org/sfv/apa/d/playa-vista-ceiling-fans-fridge-plank/7487507827.html,"1,950","['33.973172', '-118.394809']",,
1315,2022-05-23 16:53, (Glendale),"2 Bed, 2 Bath, 2 Balconies, Washer/ Dryer And Office Space, Tour Today",2.0,946.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-bed-bath-balconies-washer/7487507575.html,"3,575","['34.153669', '-118.275445']",,
1316,2022-05-23 16:52, (Prime Encino),"1 Bedroom in Encino, Quartz Counters, Air Conditioning, Swimming Pool",1.0,780.0,https://losangeles.craigslist.org/sfv/apa/d/encino-bedroom-in-encino-quartz/7487507434.html,"1,950","['34.169311', '-118.520222']",,
1317,2022-05-23 16:52, (North Hollywood),Amazing Fully Renovated 1 Bed + 1 Bath! Pet Friendly!,1.0,686.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-amazing-fully-renovated/7487507232.html,"2,684","['34.165906', '-118.372512']",,
1318,2022-05-23 16:51, (North Hollywood),Beautiful Renovated 2x2 in the Heart of North Hollywood!,2.0,933.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-beautiful-renovated-2x2/7487507036.html,"3,158","['34.165906', '-118.372512']",,
1319,2022-05-23 16:51, (North Hollywood),Amazing Fully Renovated 1 Bed + 1 Bath! Pet Friendly!,1.0,686.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-amazing-fully-renovated/7487506859.html,"2,684","['34.165906', '-118.372512']",,
1320,2022-05-23 16:50, (Burbank),3 bed 2 bath furnished house!,3.0,1800.0,https://losangeles.craigslist.org/sfv/apa/d/burbank-bed-bath-furnished-house/7486222315.html,"5,990","['34.160169', '-118.341981']",,
1321,2022-05-23 16:50, (North Hollywood),1 Bedroom + 1 Bath In The Heart Of NoHo Arts District!,1.0,686.0,https://losangeles.craigslist.org/sfv/apa/d/valley-village-bedroom-bath-in-the/7487506683.html,"2,684","['34.167200', '-118.398900']",,
1322,2022-05-23 16:50, (san fernando valley),"NEST Thermostat, Controlled Access / Gated Community, Window Coverings",2.0,700.0,https://losangeles.craigslist.org/sfv/apa/d/los-angeles-nest-thermostat-controlled/7486713879.html,"2,555","['34.114500', '-118.192900']",,
1323,2022-05-23 16:50, (Northridge),Enjoy Home Sweet Home! Call Today and Live The Right Way,2.0,900.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-enjoy-home-sweet-home-call/7486218729.html,"2,695","['34.236700', '-118.546600']",,
1324,2022-05-23 16:50, (North Hollywood),Gorgeous 2Bed + 2 Bath Apartment in NoHo District!,2.0,933.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-gorgeous-2bed-bath/7487506368.html,"3,158","['34.165906', '-118.372512']",,
1325,2022-05-23 16:49, (Northridge),Close The Deal~ Great Living in a Beautiful Community ~ Call Today,2.0,900.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-close-the-deal-great-living/7487505963.html,"2,695","['34.236700', '-118.546600']",,
1326,2022-05-23 16:48, (Sherman Oaks),Bask in luxury at IMT 5700. The finest in upscale living.,1.0,625.0,https://losangeles.craigslist.org/sfv/apa/d/culver-city-bask-in-luxury-at-imt-5700/7487505829.html,"2,480","['33.988618', '-118.395423']",,
1327,2022-05-23 16:48, (RESEDA),COMPLETE REMODEL STUDIO  APARTMENT,,393.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-complete-remodel-studio/7487505812.html,"1,500","['34.215404', '-118.536018']",,
1328,2022-05-23 16:46, (san fernando valley),"0/BD, Barbecue pavilion and picnic area, Refrigerator",,525.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-bd-barbecue-pavilion/7487505178.html,"1,823","['34.205700', '-118.400100']",,
1329,2022-05-23 16:46, (Reseda),>>>>> REMODELED 3BD+1BTH HOME <<<<<,3.0,1200.0,https://losangeles.craigslist.org/sfv/apa/d/valencia-remodeled-3bd1bth-home/7483994443.html,"2,750","['34.200700', '-118.539100']",,
1330,2022-05-23 16:46, (Burbank),>>>>> REMODELED 1BD+1BTH IN BURBANK <<<<<,1.0,700.0,https://losangeles.craigslist.org/sfv/apa/d/burbank-remodeled-1bd1bth-in-burbank/7483994136.html,"1,895","['34.200100', '-118.326400']",,
1331,2022-05-23 16:45," (burbank, glendale, north hollywood, studio city, noho)",BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,1500.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-burbank-apartment-home-front/7485265409.html,"2,095","['34.169582', '-118.302023']",,
1332,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7485265574.html,"3,195","['34.156880', '-118.364912']",,
1333,2022-05-23 16:45," (burbank, glendale, north hollywood, studio city, noho)",BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,1500.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-burbank-apartment-home-front/7484572203.html,"2,095","['34.169582', '-118.302023']",,
1334,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7484572033.html,"3,195","['34.156880', '-118.364912']",,
1335,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7482353004.html,"3,195","['34.156880', '-118.364912']",,
1336,2022-05-23 16:45," (burbank, glendale, north hollywood, studio city, noho)",BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,1500.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-burbank-apartment-home-front/7482975394.html,"2,095","['34.169582', '-118.302023']",,
1337,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7482889816.html,"3,195","['34.156880', '-118.364912']",,
1338,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7483645302.html,"3,195","['34.156880', '-118.364912']",,
1339,2022-05-23 16:45, (NORTH HOLLYWOOD),COMING SOON 2 BED 2 BATH,2.0,950.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-coming-soon-bed-bath/7487504802.html,"2,410","['34.205700', '-118.400100']",,
1340,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7484414102.html,"3,195","['34.156880', '-118.364912']",,
1341,2022-05-23 16:45," (burbank, glendale, north hollywood, studio city, noho)",QUIET BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,1500.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-quiet-burbank-apartment-home/7483645412.html,"2,095","['34.169582', '-118.302023']",,
1342,2022-05-23 16:45," (burbank, glendale, north hollywood, studio city, noho)",QUIET BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,2095.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-quiet-burbank-apartment-home/7484413753.html,"2,095","['34.169582', '-118.302023']",,
1343,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7485852902.html,"3,195","['34.156880', '-118.364912']",,
1344,2022-05-23 16:45," (burbank, glendale, north hollywood, studio city, noho)",BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,1500.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-burbank-apartment-home-front/7485852975.html,"2,095","['34.169582', '-118.302023']",,
1345,2022-05-23 16:45," (burbank, glendale, north hollywood, studio city, noho)",BURBANK APARTMENT HOME W/ FRONT YARD + PRIVATE SIDE YARD,1.0,1500.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-burbank-apartment-home-front/7486168191.html,"2,095","['34.169582', '-118.302023']",,
1346,2022-05-23 16:45," (Burbank, North Hollywood, Studio City, Glendale)",SPACIOUS TOLUCA LAKE TOWHHOME ON A QUIET RESIDENTIAL STREET,2.0,1400.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-spacious-toluca-lake/7486237422.html,"3,095","['34.156880', '-118.364912']",,
1347,2022-05-23 16:43, (san fernando valley),"2/BD, Separate dining area, Polished granite countertops",2.0,1158.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-bd-separate-dining-area/7480273281.html,"2,831","['34.236700', '-118.546600']",,
1348,2022-05-23 16:43, (Van Nuys),2 Bedroom Apartment! ONLY 1 Left!,2.0,,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-bedroom-apartment-only-left/7476580051.html,"2,150","['34.178100', '-118.457400']",,
1349,2022-05-23 16:43, (Socal),Renovated 3bd 2bth property,3.0,1222.0,https://losangeles.craigslist.org/sfv/apa/d/compton-renovated-3bd-2bth-property/7486367835.html,"1,799","['33.874800', '-118.240200']",,
1350,2022-05-23 16:42, (Northridge),Do not look past this one bedroom in Northridge!,1.0,760.0,https://losangeles.craigslist.org/sfv/apa/d/granada-hills-do-not-look-past-this-one/7487503791.html,"2,310","['34.257101', '-118.525601']",,
1351,2022-05-23 16:42, (Woodland Hills),"The Hottest Place in Town to Live, Could be Where You Call Home!",3.0,1531.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-the-hottest-place-in/7487503603.html,"3,915","['34.182827', '-118.591016']",,
1352,2022-05-23 16:42, (san fernando valley),Charming 1 bedroom in quaint 4 plex,1.0,513.0,https://losangeles.craigslist.org/sfv/apa/d/sunland-charming-bedroom-in-quaint-plex/7487503496.html,"1,595","['34.256369', '-118.314911']",,
1353,2022-05-23 16:41, (North Hollywood / Toluca Lake Terrace),1 Bed 1 Bath *We have the best unit for you*,1.0,,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-bed-bath-we-have-the/7487497848.html,"1,975","['34.166886', '-118.366512']",,
1354,2022-05-23 16:40, (san fernando valley),"0 bedroom, Kitchen breakfast bar, in North Hollywood CA",,525.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-bedroom-kitchen/7477510239.html,"1,703","['34.205700', '-118.400100']",,
1355,2022-05-23 16:39, (Highland Park),"Assigned Parking! Air Conditioning, Gas Range, Fridge, Dishwasher!",1.0,500.0,https://losangeles.craigslist.org/sfv/apa/d/los-angeles-assigned-parking-air/7487502679.html,"2,045","['34.114500', '-118.192900']",,
1356,2022-05-23 16:39, (North Hollywood),Amazing Fully Renovated 1 Bed + 1 Bath! Pet Friendly!,1.0,686.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-amazing-fully-renovated/7487502473.html,"2,884","['34.165906', '-118.372512']",,
1357,2022-05-23 16:38, (san fernando valley),"Air Conditioning, High-Speed WiFi, Stainless Steel Appliances",1.0,799.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-air-conditioning-high-speed/7487502092.html,"2,998","['34.143000', '-118.391300']",,
1358,2022-05-23 16:37, (Woodland Hills - Canoga Park),Upcoming Spacious studio,,525.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-upcoming-spacious-studio/7487501951.html,"1,595","['34.193704', '-118.586157']",,
1359,2022-05-23 16:37, (san fernando valley),"Balcony/Patio, Pool, Finish Package Options",1.0,575.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-balcony-patio-pool-finish/7487501789.html,"2,900","['34.143000', '-118.391300']",,
1360,2022-05-23 16:37, (OPEN HOUSE DAILY 10-5 | Northridge),"SS Appliances, Swimming Pool, Fitness Center, 2+2 In Northridge",2.0,1044.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-ss-appliances-swimming-pool/7487487711.html,"2,550","['34.248832', '-118.523219']",,
1361,2022-05-23 16:37, (Woodland Hills - Canoga Park),Spacious Townhome Upcoming,2.0,1100.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-spacious-townhome/7487501692.html,"2,450","['34.193704', '-118.586157']",,
1362,2022-05-23 16:36, (san fernando valley),"Finish Package Options, Air Conditioning, In-Unit Washer/Dryer",1.0,575.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-finish-package-options-air/7487501401.html,"2,900","['34.143000', '-118.391300']",,
1363,2022-05-23 16:34, (North Hollywood / Toluca Lake Terrace),"2 Bed 2 Baths at 5317 Denny Ave, North Hollywood, CA 91601",2.0,,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-bed-baths-at-5317-denny/7487497784.html,,"['34.166777', '-118.364405']",,
1364,2022-05-23 16:33," (4045 Vineland Avenue, Los Angeles, CA)","Courtesy patrol on site, DirecTV available, Granite countertops",1.0,814.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-courtesy-patrol-on-site/7486707326.html,"3,151","['34.143000', '-118.391300']",,
1365,2022-05-23 16:33, (Studio City),OFFERING 1 MONTH FREE ON SELECT 2 BEDROOM APARTMENTS!!!,2.0,1172.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-offering-month-free-on/7484524632.html,"3,558","['34.143000', '-118.391300']",,
1366,2022-05-23 16:33, (Northridge),Studios Coming Available Soon! Call Us Now For A Tour!,,602.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-studios-coming-available/7487500224.html,"2,290","[None, None]",,
1367,2022-05-23 16:32, (san fernando valley),"Stainless Steel Appliances, Pet Friendly, Range",2.0,1017.0,https://losangeles.craigslist.org/sfv/apa/d/tarzana-stainless-steel-appliances-pet/7486666280.html,"2,795","['34.167100', '-118.541400']",,
1368,2022-05-23 16:32, (North Hollywood / Burbank),Gorgeous spanish style 3 Bed 2 bath house in NO-HO,3.0,,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-gorgeous-spanish-style/7487497715.html,"4,500","['34.168700', '-118.371300']",,
1369,2022-05-23 16:32, (Granada Hills),ROOM 4 RENT -Near CSUN ~ Includes Utilities ~Ready Now,3.0,,https://losangeles.craigslist.org/sfv/apa/d/room-rent-near-csun-includes-utilities/7487499877.html,"1,100","['34.277100', '-118.499200']",,
1370,2022-05-23 16:30, (West Hills),MASSIVE 5 BEDROOM HOME WITH POOL,5.0,3841.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-massive-bedroom-home/7487499240.html,"8,900","['34.196300', '-118.638900']",,
1371,2022-05-23 16:28, (Sylmar),Cottage Home for One or Two Permaculture/Organic Gardening People,2.0,750.0,https://losangeles.craigslist.org/sfv/apa/d/sylmar-cottage-home-for-one-or-two/7487498664.html,"2,450","['34.305400', '-118.432200']",,
1372,2022-05-23 16:28," (17171 West Roscoe Boulevard, Los Angeles, CA)","Fully gated community, Ceiling fan, Mirrored wardrobe, Heated Pool/Spa",1.0,650.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-fully-gated-community/7486704573.html,"2,070","['34.235300', '-118.518800']",,
1373,2022-05-23 16:28, (GLENDALE),"*************GORGEOUS HOUSE, NEW BUILT, CENTRAL AC, WASHER DRYER *****",3.0,1200.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-gorgeous-house-new-built/7487498442.html,"3,695","['34.137800', '-118.242500']",,
1374,2022-05-23 16:27," (17621 W. Pauline Ct., Los Angeles, CA)","Refrigerator with Ice Maker, Designer Berber Carpet, Crown Molding",2.0,1179.0,https://losangeles.craigslist.org/sfv/apa/d/canyon-country-refrigerator-with-ice/7476378821.html,"3,077","['34.413200', '-118.426000']",,
1375,2022-05-23 16:26," (18414 W. Jakes Way, Canyon Country, CA)",A Beautiful Place to Call Home,2.0,822.0,https://losangeles.craigslist.org/sfv/apa/d/canyon-country-beautiful-place-to-call/7484992954.html,"2,501","['34.413200', '-118.426000']",,
1376,2022-05-23 16:26, (san fernando valley),"Spacious 1 Bedroom, In-home Washer and Dryer, Green Friendly Community",1.0,847.0,https://losangeles.craigslist.org/sfv/apa/d/toluca-lake-spacious-bedroom-in-home/7487497680.html,"2,889","['34.169157', '-118.379012']",,
1377,2022-05-23 16:23, (Northridge),A Great Place to Stay ~Live Your Way~ Call or Come in Today~,2.0,900.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-great-place-to-stay-live/7487496824.html,"2,695","['34.236700', '-118.546600']",,
1378,2022-05-23 16:22, (san fernando valley),"Top Floor 2 bed/2 bath, Fully Renovated",2.0,1000.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-top-floor-bed-bath-fully/7486185134.html,"3,200","['34.146996', '-118.245669']",,
1379,2022-05-23 16:22," (4500 Woodman Ave, Sherman Oaks, CA)","Mirrored Closet Doors, Fire Pit, Laundry Facility",,419.0,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-mirrored-closet-doors-fire/7487496547.html,"2,005","['34.152600', '-118.432200']",,
1380,2022-05-23 16:22, (Burbank),Best Kept Secret in Burbank,1.0,700.0,https://losangeles.craigslist.org/sfv/apa/d/burbank-best-kept-secret-in-burbank/7477634719.html,"1,975","['34.169000', '-118.344200']",,
1381,2022-05-23 16:22, (san fernando valley),SPACIOUS 1BEDROOM  WITH HUGE POOL AREA!!!,1.0,740.0,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-spacious-1bedroom-with-huge/7485846185.html,"1,940","['34.219700', '-118.611100']",,
1382,2022-05-23 16:21," (22219 Summit Vue Lane, Woodland Hills, CA)","Private Balconies and Patios, Five Tennis Courts, New Club House",2.0,1176.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-private-balconies-and/7487496164.html,"3,199","['34.176700', '-118.615900']",,
1383,2022-05-23 16:21, (NORTH HOLLYWOOD),"************HOUSE FOR LEASE, WASHER DRYER, CENTRAL AC, NEWLY RENOVATED",4.0,,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-house-for-lease-washer/7487495973.html,"3,900","['34.205700', '-118.400100']",,
1384,2022-05-23 16:20, (NEWHALL),"AMAZING PROPERTY IN NEWHALL, 9 ACRES LAND, 5 BEDS 4 BATHS, MUST SEE!!",5.0,3300.0,https://losangeles.craigslist.org/sfv/apa/d/santa-clarita-amazing-property-in/7487495866.html,"13,000","['34.379500', '-118.523000']",,
1385,2022-05-23 16:20, (5758 Camellia Avenue),2 bedrooms 2 full bath Condos in the NOHO Arts District,2.0,,https://losangeles.craigslist.org/sfv/apa/d/toluca-lake-bedrooms-full-bath-condos/7487495604.html,"2,995","['34.175120', '-118.382212']",,
1386,2022-05-23 16:19, (Woodland Hills),1 Bed 1 Bath Apartment w/ washer & Dryer,1.0,739.0,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-bed-bath-apartment-washer/7487495132.html,"2,256","['34.199300', '-118.598300']",,
1387,2022-05-23 16:16, (NORTH HOLLYWOOD),"HOUSE FOR LEASE, WASHER DRYER, WD FLR, CENTRAL AC, SS APPLS, FRIDGE",4.0,,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-house-for-lease-washer/7487494349.html,"3,900","['34.205700', '-118.400100']",,
1388,2022-05-23 16:16, (Panorama city),Charming Spanish Adobe Home,2.0,950.0,https://losangeles.craigslist.org/sfv/apa/d/panorama-city-charming-spanish-adobe/7482486618.html,"2,895","['34.223835', '-118.426102']",,
1389,2022-05-23 16:16," (4500 Woodman Ave, Sherman Oaks, CA)","Studio Apartment, Quartz Countertops, Stainless Steel Appliances",,419.0,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-studio-apartment-quartz/7485765758.html,"2,115","['34.152600', '-118.432200']",,
1390,2022-05-23 16:15, (Panorama city),Charming Spanish Adobe Home,2.0,950.0,https://losangeles.craigslist.org/sfv/apa/d/panorama-city-charming-spanish-adobe/7480949997.html,"2,895","['34.226200', '-118.447000']",,
1391,2022-05-23 16:15, (Van Nuys),"Wood-Style Flooring, Quartz Countertops, Fitness Center",2.0,1040.0,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-wood-style-flooring-quartz/7487493693.html,"2,641","['34.199592', '-118.483737']",,
1392,2022-05-23 16:11, (Northridge),Come home to a great kitchen with granite countertops and more!,,569.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-come-home-to-great-kitchen/7487492561.html,"1,950","['34.235308', '-118.548133']",,
1393,2022-05-23 16:11," (17171 West Roscoe Boulevard, Los Angeles, CA)",Call our office to hear about our specials!,1.0,650.0,https://losangeles.craigslist.org/sfv/apa/d/northridge-call-our-office-to-hear/7487492247.html,"2,185","['34.235300', '-118.518800']",,
1394,2022-05-23 16:10, (STUDIO CITY),STUDIO CITY - 1 BEDROOM - CORNER APT - POOL - PARKING - LOCATION,1.0,,https://losangeles.craigslist.org/sfv/apa/d/studio-city-studio-city-bedroom-corner/7487491991.html,"2,395","['34.150304', '-118.387716']",,
1395,2022-05-23 16:10, (Northridge),Furnished studio guest house for rent month to month,,400.0,https://losangeles.craigslist.org/sfv/apa/d/reseda-furnished-studio-guest-house-for/7486407743.html,"1,699","['34.211677', '-118.517941']",,
1396,2022-05-23 16:09, (PACOIMA),"FULLY RENOVATED HOME,SS APPLS,CENTRAL AC,QUARTZ COUNTER,WASHER DRYER",3.0,1156.0,https://losangeles.craigslist.org/sfv/apa/d/pacoima-fully-renovated-homess/7487491757.html,"3,295","['34.255600', '-118.420800']",,
1397,2022-05-23 16:09, (GLENDALE),"*************GORGEOUS HOUSE, NEW BUILT, CENTRAL AC, WASHER DRYER *****",3.0,1200.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-gorgeous-house-new-built/7486699962.html,"3,695","[None, None]",,
1398,2022-05-23 16:09, (TUJUNGA),"NEWLY RENOVATED ADU, CENTRAL AC, LAMINATE, SS APPLS, QUARTZ, PET OK",1.0,,https://losangeles.craigslist.org/sfv/apa/d/tujunga-newly-renovated-adu-central-ac/7487491488.html,"1,850","['34.254400', '-118.284900']",,
1399,2022-05-23 16:09, (san fernando valley),"0bd 1ba, Professional onsite management, Refrigerator",,575.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-0bd-1ba-professional/7486700202.html,"1,843","['34.205700', '-118.400100']",,
1400,2022-05-23 16:08," (4045 Vineland Avenue, Los Angeles, CA)","Three spas, Gated access, Wood burning fireplace",1.0,765.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-three-spas-gated-access/7487491228.html,"3,277","['34.143000', '-118.391300']",,
1401,2022-05-23 16:08, (san fernando valley),1 Bed Apartment with impressive amenities and an excellent location,,617.0,https://losangeles.craigslist.org/sfv/apa/d/burbank-bed-apartment-with-impressive/7487486621.html,"2,335","['34.171700', '-118.323100']",,
1402,2022-05-23 16:07, (GLENDALE),"PRIME GLENDALE LOCATION, NORTH OF GLENOAKS BLVD, FULLY RENOVATED HOME,",3.0,,https://losangeles.craigslist.org/sfv/apa/d/glendale-prime-glendale-location-north/7487490871.html,"4,695","['34.171600', '-118.289900']",,
1403,2022-05-23 16:07, (GLENDALE),"*************GORGEOUS HOUSE, NEW BUILT, CENTRAL AC, WASHER DRYER *****",3.0,1200.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-gorgeous-house-new-built/7487490724.html,"3,695","['34.137800', '-118.242500']",,
1404,2022-05-23 16:05, (TUJUNGA),"***********FULLY RENOVATED HOME, A/C, QUARTZ COUNTER, SS APPLS, PET OK",3.0,,https://losangeles.craigslist.org/sfv/apa/d/tujunga-fully-renovated-home-c-quartz/7487490045.html,"3,300","['34.254400', '-118.284900']",,
1405,2022-05-23 16:03, (Santa Clarita),"Patio or balcony, Covered Parking, Fitness Center, On-Site Maintenance",2.0,1010.0,https://losangeles.craigslist.org/sfv/apa/d/newhall-patio-or-balcony-covered/7487488986.html,"2,855","['34.399775', '-118.536215']",,
