,posted,neighborhood,post title,number bedrooms,sqft,URL,price,latlon,y,x
2297,2022-05-20 10:43, (15050 PARTHENIA ST NORTH HILLS),((((((((((((( 2- Bedroom 2- Bathroom Available)))))))))))))))))),2.0,1000.0,https://losangeles.craigslist.org/lac/apa/d/north-hills-bedroom-bathroom-available/7486136878.html,"2,400","['34.236600', '-118.475800']",34.2366,-118.4758
2298,2022-05-20 10:43," (4555 W. Martin Luther King Jr. Blvd Los Angeles, CA)","TOUR WOODLAKE'S BRAND NEW 1BD/1BTH, ONLY $600.00 DEPOSIT CALL NOW! OAC",1.0,825.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-tour-woodlakes-brand-new/7486144879.html,"2,075","['34.018002', '-118.346216']",34.018002,-118.346216
2299,2022-05-20 10:42, (Los Angeles - Hollywood - Thai Town),Apartment w/ Gated Parking - Available Now,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apartment-gated-parking/7486144613.html,,"['34.104000', '-118.292500']",34.104,-118.2925
2300,2022-05-20 10:42, (Los Angeles - Hollywood - Thai Town),Apartment w/ Gated Parking - Available Now,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apartment-gated-parking/7486144377.html,,"['34.104000', '-118.292500']",34.104,-118.2925
2301,2022-05-20 10:41," (4555 W. Martin Luther King Jr. Blvd Los Angeles, CA)",COME SEE OUR NEW WOODLAKE 1BD/1BTH ONLY $600.00 DEPOSIT CALL TODAY!OAC,1.0,825.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-come-see-our-new-woodlake/7486143916.html,"2,075","['34.018002', '-118.346216']",34.018002,-118.346216
2302,2022-05-20 10:40," (930 Figuroa Terrace, Los Angeles, CA)","Clubhouse, Large Refreshing Pool and Spa, In Unit Laundry!",2.0,795.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-clubhouse-large-refreshing/7480499645.html,"2,342","['34.061400', '-118.238500']",34.0614,-118.2385
2303,2022-05-20 10:39," (4555 W. Martin Luther King Jr. Blvd Los Angeles, CA)","NEW WOODLAKE 1BD/1BTH, ONLY $600.00 DEPOSIT COMES WITH PARKING, AC!OAC",1.0,825.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-new-woodlake-1bd-1bth-only/7486143116.html,"2,075","['34.018002', '-118.346216']",34.018002,-118.346216
2304,2022-05-20 10:38, (427 W 5th Street),"On-site resident concierge services, Built-in window shades",1.0,835.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-on-site-resident-concierge/7486142370.html,"4,312","['34.048998', '-118.252099']",34.048998,-118.252099
2305,2022-05-20 10:38, (Roosevelt Lofts DTLA),Did You Know There's a Waterfall in DTLA? Come Home to the View!,1.0,916.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-did-you-know-theres/7486142185.html,"3,303","['34.048712', '-118.258707']",34.048712,-118.258707
2306,2022-05-20 10:37," (Los Angeles, CA)","1Bed/1Ba, Renovated, spacious layout, BBQ area, Gym, Sauna, and more",1.0,650.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-1bed-1ba-renovated-spacious/7486142075.html,"2,244","['34.095056', '-118.348410']",34.095056,-118.34841
2307,2022-05-20 10:36, (South gate),Studio Available Now Ready for Move In,,580.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-available-now-ready/7486132610.html,"1,450","['33.947215', '-118.228005']",33.947215,-118.228005
2308,2022-05-20 10:36, (Los Angeles),"Apt 2500, High Rise Luxury Apartments, Great Amenities, Concierge",,482.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apt-2500-high-rise-luxury/7486141117.html,"2,521","['34.045963', '-118.261744']",34.045963,-118.261744
2309,2022-05-20 10:35, (Los Angeles),"Apt 1718, Double Walk-In Closets, High Rise, Beautiful South Views",2.0,1133.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apt-1718-double-walk-in/7486140640.html,"3,846","['34.045963', '-118.261744']",34.045963,-118.261744
2310,2022-05-20 10:35, (GLENDALE),LOMITA GARDEN ARMS**$PECIAL $500 DEPOSIT ONLY,1.0,1000.0,https://losangeles.craigslist.org/lac/apa/d/glendale-lomita-garden-armspecial-500/7476606337.html,,"['34.140509', '-118.254946']",34.140509,-118.254946
2311,2022-05-20 10:35, (427 W 5th Street),"Gas Barbecues, Open-floor plans with floor-to-ceiling windows",1.0,810.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gas-barbecues-open-floor/7486140526.html,"3,117","['34.048998', '-118.252099']",34.048998,-118.252099
2312,2022-05-20 10:35, (LOS FELIZ ATWATER VILLAGE),hollywood(love pets) GARDENS($500 DEPOSIT)*,1.0,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-hollywoodlove-pets/7486140416.html,"1,995","['34.104209', '-118.307572']",34.104209,-118.307572
2313,2022-05-20 10:34, (Los Angeles),LAST BEDROOMS IN A 3B3B,3.0,1250.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-last-bedrooms-in-3b3b/7486130827.html,"2,300","['34.016705', '-118.282807']",34.016705,-118.282807
2314,2022-05-20 10:34, (Los Angeles),"Apt 1509, Concierge, Luxury High Rise, Pool, 24hr Gym, Rooftop",1.0,746.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-apt-1509-concierge-luxury/7486140014.html,"3,141","['34.045963', '-118.261744']",34.045963,-118.261744
2315,2022-05-20 10:34, (central LA 213/323),Fireplace,1.0,687.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fireplace/7486139958.html,"2,495","['34.100500', '-118.325400']",34.1005,-118.3254
2316,2022-05-20 10:34, (central LA 213/323),"Package lockers, Dishwasher, Laundry Facility, Refrigerator",1.0,660.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-package-lockers-dishwasher/7486139910.html,"2,191","['34.059176', '-118.303008']",34.059176,-118.303008
2317,2022-05-20 10:34, (Santa Monica),Spacious Apartment in primetime Santa Monica!,1.0,801.0,https://losangeles.craigslist.org/lac/apa/d/santa-monica-spacious-apartment-in/7486139872.html,"4,290","['34.034900', '-118.503000']",34.0349,-118.503
2318,2022-05-20 10:33," (211 S La Fayette Park Place, Los Angeles)",IRRESISTABLE + 1 BR/1 BA!!  This Can be Your New Home!,1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-irresistable-br-ba-this-can/7486139668.html,"1,795","['34.046411', '-118.333809']",34.046411,-118.333809
2319,2022-05-20 10:33," (5119 Maplewood Ave, Los Angeles, CA)","Pre-lease Jun, Great Roommate Floorplan, On-Site Laundry",2.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pre-lease-jun-great/7486139255.html,"2,930","['34.076200', '-118.302900']",34.0762,-118.3029
2320,2022-05-20 10:32, (Los Angeles),"Awesome value!  GREAT Location!  1X1 $1,795",1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-awesome-value-great/7486139112.html,"1,795","['34.046411', '-118.333809']",34.046411,-118.333809
2321,2022-05-20 10:27, (Arts District; Downtown Los Angeles),"LIVE/WORK LOFT SPACE, GREAT LOCATION!! ~WON'T LAST~ (BL206)",1.0,1500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-live-work-loft-space-great/7486136412.html,"3,500","['34.037028', '-118.232436']",34.037028,-118.232436
2322,2022-05-20 10:27, (Arts District; Downtown Los Angeles),"LIVE/WORK LOFT SPACE, GREAT LOCATION!! ~WON'T LAST~ (BL305)",1.0,1480.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-live-work-loft-space-great/7486136272.html,"3,400","['34.037028', '-118.232436']",34.037028,-118.232436
2323,2022-05-20 10:27, (central LA 213/323),"Fitness Center, Recreation Room, Electronic Thermostat, Ceiling Fan",1.0,730.0,https://losangeles.craigslist.org/lac/apa/d/santa-fe-springs-fitness-center/7486136132.html,"2,801","['33.946400', '-118.083800']",33.9464,-118.0838
2324,2022-05-20 10:26, (central LA 213/323),*FREE RENT* | ONE BEDROOM UNIT IN LOS ANGELES!!!,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-free-rent-one-bedroom-unit/7483315455.html,"2,295","['34.082831', '-118.342962']",34.082831,-118.342962
2325,2022-05-20 10:25, (Los Angeles),MUST SEET!!! ABSOLUTELY STUNNING 2 BED / 1 BATHROOM IN 90026,2.0,1100.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-must-seet-absolutely/7486105038.html,"2,950","['34.073084', '-118.279216']",34.073084,-118.279216
2326,2022-05-20 10:25, (Arts District; Downtown Los Angeles),"WON'T LAST!! WORK LOFT SPACE, GREAT LOCATION (SF101)",1.0,1226.0,https://losangeles.craigslist.org/lac/apa/d/wont-last-work-loft-space-great/7486135072.html,"2,800","['34.033300', '-118.244700']",34.0333,-118.2447
2327,2022-05-20 10:25, (WON'T LAST!! WORK LOFT Ss District; Downtown Los Angeles),"WON'T LAST!! WORK LOFT SPACE, GREAT LOCATION (SF303)",1.0,1260.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wont-last-work-loft-space/7486134927.html,"3,200","['34.033300', '-118.244700']",34.0333,-118.2447
2328,2022-05-20 10:24, (Arts District; Downtown Los Angeles),"WON'T LAST!! LIVE/WORK LOFT SPACE, GREAT LOCATION (SF207)",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/wont-last-live-work-loft-space-great/7486134608.html,"2,600","['34.033300', '-118.244700']",34.0333,-118.2447
2329,2022-05-20 10:24, (central LA 213/323),"City Views, Stainless Steel Kitchen, 4 Weeks Free, Available Now!",1.0,693.0,https://losangeles.craigslist.org/lac/apa/d/san-pedro-city-views-stainless-steel/7486134399.html,"2,800","['33.738418', '-118.301575']",33.738418,-118.301575
2330,2022-05-20 10:22, (Pasadena),Beautiful Apartment in Pasadena,3.0,,https://losangeles.craigslist.org/lac/apa/d/pasadena-beautiful-apartment-in-pasadena/7486133798.html,"2,200","['34.166900', '-118.155100']",34.1669,-118.1551
2331,2022-05-20 10:22, (Los Angeles),🌇  3x3 w/ Washer & Dryer in unit - Los Angeles/DTLA  🌃,3.0,1185.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-3x3-washer-dryer-in-unit/7486127341.html,"3,855","['34.040107', '-118.267672']",34.040107,-118.267672
2332,2022-05-20 10:20," (Korea Town, Los Angeles, San Gabriel, Commerce)",Unique lay out. One Bedroom One Bathroom,1.0,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-unique-lay-out-one-bedroom/7486132637.html,"2,300","['34.061510', '-118.300908']",34.06151,-118.300908
2333,2022-05-20 10:18," (5351 San Vicente Boulevard, Los Angeles, CA)",CENTRALLY LOCATED STUDIOS AVAILABLE TO GET AROUND LA EASIER!,,350.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-centrally-located-studios/7486131204.html,"1,894","['34.048200', '-118.334300']",34.0482,-118.3343
2334,2022-05-20 10:17," (406 S Rampart Blvd, Los Angeles, CA 90057)",Prime K-Town Newly Remodeled Studio Move-in Ready!! ID#7,,425.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-prime-town-newly-remodeled/7486130672.html,"1,295","['34.065035', '-118.279956']",34.065035,-118.279956
2335,2022-05-20 10:16, (central LA 213/323),"Air Conditioner, Patio/Balcony, On-Site Maintenance",1.0,759.0,https://losangeles.craigslist.org/lac/apa/d/glendale-air-conditioner-patio-balcony/7486130400.html,"2,578","['34.164900', '-118.245100']",34.1649,-118.2451
2336,2022-05-20 10:15," (930 Figuroa Terrace, Los Angeles, CA)","Barbecue/ Picnic Area, Clubhouse, Beautifully Landscaped Courtyards",1.0,579.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-barbecue-picnic-area/7486129809.html,"2,154","['34.061400', '-118.238500']",34.0614,-118.2385
2337,2022-05-20 10:11," (327 N Boylston St. Los Angeles, CA)",Corner 2 Bedroom!  Beautiful DTLA View!,2.0,1068.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-corner-bedroom-beautiful/7486127578.html,"3,741","['34.061400', '-118.238500']",34.0614,-118.2385
2338,2022-05-20 10:11, (Los Angeles),Spacious 1+1 with Brand New Stainless Steel Appliances,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-11-with-brand-new/7486127420.html,"1,745","['34.076200', '-118.302900']",34.0762,-118.3029
2339,2022-05-20 10:10, (Hollywood),"Two Bed/Two Bath Coming Soon! Floor To Ceiling Windows,Balcony&More!",2.0,1131.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-two-bed-two-bath-coming/7486126837.html,"3,326","['34.100086', '-118.346754']",34.100086,-118.346754
2340,2022-05-20 10:08, (Stevenson Ranch),"Spacious layout with private washer & dryer! 611 SqFt 1 Bed, 1 Bath",1.0,611.0,https://losangeles.craigslist.org/lac/apa/d/stevenson-ranch-spacious-layout-with/7486126186.html,"2,485","['34.377842', '-118.573637']",34.377842,-118.573637
2341,2022-05-20 10:08, (Hollywood),Stunning Rooftop Views + Spacious Studio Layout! Available Now!,,589.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-stunning-rooftop-views/7486125683.html,"2,197","['34.103294', '-118.346100']",34.103294,-118.3461
2342,2022-05-20 10:07," (327 N Boylston St. Los Angeles, CA)",Studio Loft!  See it before its Gone!,,710.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-loft-see-it-before/7486125232.html,"2,594","['34.063284', '-118.253707']",34.063284,-118.253707
2343,2022-05-20 10:06, (central LA 213/323),"FREE RENT! Fully Renovated, High Ceiling 3 Bed. Unit!",3.0,1200.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-free-rent-fully-renovated/7483346016.html,"3,158","['34.077135', '-118.293051']",34.077135,-118.293051
2344,2022-05-20 10:05, (Valley Village),A Higher Quality of Living. Radford Apts 2x1,2.0,975.0,https://losangeles.craigslist.org/lac/apa/d/valley-village-higher-quality-of-living/7486123943.html,"2,695","['34.167200', '-118.398900']",34.1672,-118.3989
2345,2022-05-20 10:05, (DTLA),"Common Area WiFi, Chill in our Clubhouse Adjacent to the Pool",1.0,667.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-common-area-wifi-chill-in/7486123874.html,"2,320","['34.045998', '-118.249221']",34.045998,-118.249221
2346,2022-05-20 09:57, (Los Angeles),Beautiful 2 Bed 2 Bath w/Balcony & LA Views,2.0,1141.0,https://losangeles.craigslist.org/lac/apa/d/glendale-beautiful-bed-bath-balcony-la/7486107428.html,"3,637","['34.149907', '-118.252549']",34.149907,-118.252549
2347,2022-05-20 09:57, (central LA 213/323),DESIGNER FURNISHED 2 bed/2 Bath/2 parking/W/D in unit,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-designer-furnished-bed-bath/7478083685.html,"7,060","['34.100500', '-118.325400']",34.1005,-118.3254
2348,2022-05-20 09:57, (Broward Miami and Palmbeach),MOVING TO SOUTH FLORIDA? Buy or Rent From Me,3.0,,https://losangeles.craigslist.org/lac/apa/d/fort-lauderdale-moving-to-south-florida/7483138160.html,"2,500","['26.112200', '-80.226400']",26.1122,-80.2264
2349,2022-05-20 09:56, (PRIME HOLLYWOOD * FRANKLIN VILLAGE),FURNISHED ONE B/R + JACUZZI & PRIVATE PATIO & DIRECT TV,,470.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-furnished-one-r-jacuzzi/7483440920.html,"2,350","['34.105208', '-118.318209']",34.105208,-118.318209
2350,2022-05-20 09:56, (PRIME HOLLYWOOD * FRANKLIN VILLAGE),FURNISHED 1-BR * JACUZZI * DIRECT TV +,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-furnished-br-jacuzzi-direct/7483446130.html,"2,450","['34.104333', '-118.318209']",34.104333,-118.318209
2351,2022-05-20 09:53, (Los Angeles),2 Bed 2 Bath LOFT Luxury Living,2.0,1141.0,https://losangeles.craigslist.org/lac/apa/d/venice-bed-bath-loft-luxury-living/7486106373.html,"3,637","['33.991511', '-118.464912']",33.991511,-118.464912
2352,2022-05-20 09:53," (Glendale, Americana, Galleria)",*RENOVATED LARGE STUDIO W/ NEW KITCHEN UTILITIES INCLUDED!,,,https://losangeles.craigslist.org/lac/apa/d/glendale-renovated-large-studio-new/7486106956.html,,"['34.137276', '-118.254067']",34.137276,-118.254067
2353,2022-05-20 09:53, (Los Angeles),2 bed 1 bath Apartment in Silver Lake near Echo Park,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bed-bath-apartment-in/7486117208.html,"2,200","['34.076992', '-118.266659']",34.076992,-118.266659
2354,2022-05-20 09:51, (Valley Village),"Find Your Freedom, Without Leaving Home.",2.0,1100.0,https://losangeles.craigslist.org/lac/apa/d/valley-village-find-your-freedom/7486116382.html,"2,795","['34.167200', '-118.398900']",34.1672,-118.3989
2355,2022-05-20 09:50, (849 s. oxford ave),Spacious NY !! Studio 1 bath prime koreatown area,,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-ny-studio-bath/7486115934.html,"1,575","['34.056980', '-118.307809']",34.05698,-118.307809
2356,2022-05-20 09:50, (Downtown LA),THIS IS WHY YOU LIVE DOWNTOWN!!RECEIVE 4 WEEKS FREE!!,2.0,1305.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-this-is-why-you-live/7486115594.html,"3,524","['34.047141', '-118.260283']",34.047141,-118.260283
2357,2022-05-20 09:50," (5351 San Vicente Boulevard, Los Angeles, CA)",ONE BEDROOMS WITH NEW LOWERED RATES AND RENOVATIONS!,1.0,585.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bedrooms-with-new/7485034204.html,"2,279","['34.048200', '-118.334300']",34.0482,-118.3343
2358,2022-05-20 09:50, (central LA 213/323),"Dog Run, Ceiling Fans in Living Rooms and Bedrooms, Fitness on Demand",1.0,713.0,https://losangeles.craigslist.org/lac/apa/d/glendale-dog-run-ceiling-fans-in-living/7486115485.html,"3,159","['34.151700', '-118.263600']",34.1517,-118.2636
2359,2022-05-20 09:50, (BEVERLY HILLS / ROXBURY PARK),"Beverly Hills 2 Bed + Den + 2 Bath, Parking, Wash&Dry Inside, AC, PETS",2.0,1100.0,https://losangeles.craigslist.org/lac/apa/d/beverly-hills-beverly-hills-bed-den/7486101776.html,"3,700","['34.061900', '-118.399500']",34.0619,-118.3995
2360,2022-05-20 09:49, (601 S. Rampart Blvd),"Beautiful, Spacious,    2 bedroom, one bath",2.0,1300.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-spacious-bedroom/7486115082.html,"2,700","['34.062611', '-118.281508']",34.062611,-118.281508
2361,2022-05-20 09:48, (Hollywood),"Huge 1Bd. - Walk-In Closet, Private Balcony,& Central Air! Prime Hwood",1.0,710.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-huge-1bd-walk-in-closet/7486114683.html,"2,394","['34.098852', '-118.349748']",34.098852,-118.349748
2362,2022-05-20 09:48," (930 Figuroa Terrace, Los Angeles, CA)","Clubhouse, Central Heating and Air Conditioning, Barbecue/ Picnic Area",2.0,795.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-clubhouse-central-heating/7479095714.html,"2,325","['34.061400', '-118.238500']",34.0614,-118.2385
2363,2022-05-20 09:48, (central LA 213/323),In Unit Washer/Dryer,1.0,687.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-in-unit-washer-dryer/7485249942.html,"2,295","['34.100500', '-118.325400']",34.1005,-118.3254
2364,2022-05-20 09:48, (Koreatown),Large 446 Sq. Ft. Luxury Apartment Homes with $500 Off Move-In For MAY,,446.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-446-sq-ft-luxury/7486114368.html,"1,896","['34.070388', '-118.288108']",34.070388,-118.288108
2365,2022-05-20 09:47, (central LA 213/323),"Walk-in Closets, Dramatic SkyBridge lobby, VIP Club party room",,768.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-walk-in-closets-dramatic/7486113874.html,"2,950","['34.060600', '-118.302700']",34.0606,-118.3027
2366,2022-05-20 09:47, (Los Feliz Griffith Park),Video Tour! Parking! 1 block from Griffith Park!,1.0,700.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-video-tour-parking-block/7485186032.html,"1,850","['34.100500', '-118.325400']",34.1005,-118.3254
2367,2022-05-20 09:41, (Whittier),"4 Bedroom 2.5 Bath Pet Friendly, No Breed Restrictions",4.0,1248.0,https://losangeles.craigslist.org/lac/apa/d/whittier-bedroom-25-bath-pet-friendly/7486110856.html,"3,430","['33.941300', '-118.035600']",33.9413,-118.0356
2368,2022-05-20 09:41, (East hollywood),"Remodeled One Bedroom, One Bath, Charming East hollywood area",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-remodeled-one-bedroom-one/7486110551.html,"1,925","['34.077810', '-118.295133']",34.07781,-118.295133
2369,2022-05-20 09:39, (BEVERLY FAIRFAX),OLD SCHOOL SINGLE IN BEST LOCATION!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-old-school-single-in-best/7474443947.html,"1,275","['34.089800', '-118.321500']",34.0898,-118.3215
2370,2022-05-20 09:39, (Eagle Rock),Rare & Charming 2bedroom/2bath house +office,2.0,1500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-rare-charming-2bedroom/7486109541.html,"3,300","['34.132590', '-118.191809']",34.13259,-118.191809
2371,2022-05-20 09:38, (KOREATOWN),"VIDEO TOUR! Renovated 1 Bed w/ A+ CITY VIEWS, 1 MONTH FREE, ALL NEW !",1.0,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-video-tour-renovated-bed-a/7486101427.html,"2,095","['34.059910', '-118.310209']",34.05991,-118.310209
2372,2022-05-20 09:38," (101 Bridewell St, Los Angeles, CA)","Central Heating and Air Conditioning, Courtesy Patrol, Plush Carpeting",2.0,830.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-central-heating-and-air/7480761092.html,"2,510","['34.114500', '-118.192900']",34.1145,-118.1929
2373,2022-05-20 09:36, (Hollywood),1Bd. Available First Week of  June! GREAT Location!,1.0,492.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-1bd-available-first-week-of/7486107953.html,"2,378","['34.095387', '-118.350971']",34.095387,-118.350971
2374,2022-05-20 09:35, (Koreatown),"Spin Studio with On-Demand Classes, Keyless Entry System",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spin-studio-with-on-demand/7486107467.html,"4,209","['34.060911', '-118.284308']",34.060911,-118.284308
2375,2022-05-20 09:34, (Franklin Village),Plus One Month Free! Wonderful Closet Space! Newly Renovated!,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-plus-one-month-free/7483731447.html,"2,330","['34.103189', '-118.316220']",34.103189,-118.31622
2376,2022-05-20 09:30, (central LA 213/323),AVEN park,1.0,,https://losangeles.craigslist.org/lac/apa/d/san-pedro-aven-park/7486104429.html,"2,350","['33.733534', '-118.290124']",33.733534,-118.290124
2377,2022-05-20 09:27, (Franklin Village),Plus One Month Free! Wonderful Closet Space! Newly Renovated!,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-plus-one-month-free/7482437330.html,"2,465","['34.103189', '-118.316220']",34.103189,-118.31622
2378,2022-05-20 09:27, (611 N Howard St),"Fully Renovated, Heated Pool, Central A/C, 24 Hr. Gym, Quiet Area...",1.0,702.0,https://losangeles.craigslist.org/lac/apa/d/glendale-fully-renovated-heated-pool/7486102625.html,"2,701","['34.154840', '-118.248008']",34.15484,-118.248008
2379,2022-05-20 09:27," (649 S. Burnside Ave Los Angeles, CA)","RARE STUDIO/1BT AT BURNSIDE VILLAS, ALSO GYM AND LAUNDRY ONSITE! OAC",,375.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-rare-studio-1bt-at-burnside/7486102483.html,"2,000","['34.063537', '-118.349510']",34.063537,-118.34951
2380,2022-05-20 09:26, (Hollywood),"Online Rent Payment, BBQ area, Online Service Requests",1.0,733.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-online-rent-payment-bbq/7474995281.html,"2,511","['34.102195', '-118.338698']",34.102195,-118.338698
2381,2022-05-20 09:22, (Los Angeles/  BETWEEN BEVERLY AND MELROSE),"BEVERLY FAIRFAX  SINGLE APT NEAR THE GROVE, MELROSE!",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beverly-fairfax-single-apt/7475059842.html,"1,275","['34.069900', '-118.349200']",34.0699,-118.3492
2382,2022-05-20 09:22, (Hollywood),"Free Parking, Stainless Steel Appliances, Convenient Location! !",1.0,694.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-free-parking-stainless/7486099897.html,"2,295","['34.101609', '-118.313809']",34.101609,-118.313809
2383,2022-05-20 09:22," (3949 Los Feliz Blvd, Los Angeles)",4BD & 1BD (UNITS Available) LOS FELIZ AREA,4.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-4bd-1bd-units-available-los/7475668221.html,"3,395","['34.104000', '-118.292500']",34.104,-118.2925
2384,2022-05-20 09:18," (5015 Clinton Street, Los Angeles, CA)","Pre-lease End of May, Spacious Floorplan, Fitness Center, Pool",2.0,1254.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pre-lease-end-of-may/7482470398.html,"2,950","['34.076200', '-118.302900']",34.0762,-118.3029
2385,2022-05-20 09:17, (Koreatown/Mid-Wilshire),Studio w/garage,,380.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-garage/7486096772.html,"1,500","['34.061922', '-118.301697']",34.061922,-118.301697
2386,2022-05-20 09:16, (Los Angeles),Echo Park 2x1 Apartment For Rent,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-echo-park-2x1-apartment-for/7486096224.html,"2,200","['34.076992', '-118.266659']",34.076992,-118.266659
2387,2022-05-20 09:13, (HOLLYWOOD / SUNSET BLVD.),"VIDEO TOUR! Charming Studio, 1 MONTH FREE RENT, AC, PETS OK!",,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-video-tour-charming-studio/7486094832.html,"1,800","['34.076784', '-118.317819']",34.076784,-118.317819
2388,2022-05-20 09:13, (HOLLYWOOD / SUNSET BLVD.),"VIDEO TOUR! Upper Studio, Modern/New, 1 MONTH FREE RENT, AC!",,550.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-video-tour-upper-studio/7486094592.html,"1,850","['34.088744', '-118.355357']",34.088744,-118.355357
2389,2022-05-20 09:11," (5910 Orange Ave, Apt.# D, Long Beach, CA 90805)",Open House - Will work with bad credit - 1 br/ 1 ba,1.0,,https://losangeles.craigslist.org/lac/apa/d/long-beach-open-house-will-work-with/7486093795.html,"1,750","['33.862173', '-118.177402']",33.862173,-118.177402
2390,2022-05-20 09:08," (1221 W. 3rd St. , Los Angeles, CA)",Experience the Visconti Lifestyle and Great Location.,2.0,979.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-experience-the-visconti/7475400955.html,"2,666","['34.057093', '-118.258391']",34.057093,-118.258391
2391,2022-05-20 09:07, (east hollywood),EAST HOLLYWOOD AREA) OPEN HOUSE! RENOVATED ONE BEDROOM IN,1.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-east-hollywood-area-open/7484816191.html,"1,650","['34.089800', '-118.321500']",34.0898,-118.3215
2392,2022-05-20 09:07, (North Hollywood),(NORTH HOLLYWOOD) REMODELED 2 BEDROOM 1 BATH APARTMENT W/PARKING,2.0,750.0,https://losangeles.craigslist.org/lac/apa/d/north-hollywood-north-hollywood/7484847227.html,"2,300","['34.205700', '-118.400100']",34.2057,-118.4001
