,Unnamed: 0,posted,neighborhood,post title,number bedrooms,sqft,URL,price,latlon,y,x
1593,1593,2022-05-22 09:28, (studio city),Studio City-no pets-1 bdrm 1 bth //no pets,1.0,1000.0,https://losangeles.craigslist.org/sfv/apa/d/studio-city-studio-city-no-pets-bdrm/7480092090.html,"1,835","['34.150300', '-118.405208']",34.150300,-118.405208
1594,1594,2022-05-22 09:25, (san fernando valley),3 Bedroom 2.5 BA in Studio City W/ Air Conditioning + Call US Today!,3.0,1830.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-bedroom-25-ba-in-studio/7486893780.html,"4,100","['34.145069', '-118.374283']",34.145069,-118.374283
1595,1595,2022-05-22 09:24," (18005 W. Anne's Circle, Los Angeles, CA)",2 Bedroom Townhome Ready in June!,2.0,1049.0,https://losangeles.craigslist.org/sfv/apa/d/canyon-country-bedroom-townhome-ready/7483455822.html,"2,255","['34.413200', '-118.426000']",34.413200,-118.426000
1596,1596,2022-05-22 09:24, (san fernando valley),"0BD 1BA, Professional onsite management, Refrigerator",,575.0,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-0bd-1ba-professional/7484352421.html,"1,852","['34.205700', '-118.400100']",34.205700,-118.400100
1597,1597,2022-05-22 09:20, (Studio City),Studio City updated 1-bedroom 1-bath,1.0,,https://losangeles.craigslist.org/sfv/apa/d/valley-village-studio-city-updated/7483200312.html,"1,825","['34.153331', '-118.396354']",34.153331,-118.396354
1598,1598,2022-05-22 09:20, (Reseda),"Rooftop Deck, Pool | Brand New 1 Bedroom 1 BA in Reseda",1.0,607.0,https://losangeles.craigslist.org/sfv/apa/d/reseda-rooftop-deck-pool-brand-new/7486891248.html,"2,595","['34.190550', '-118.536033']",34.190550,-118.536033
1599,1599,2022-05-22 09:18," (Glendale, Wilson and Brand)","1224 Call for Details, Easy Freeway Access, Front Loading Washer Dryer",1.0,746.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-1224-call-for-details-easy/7486890459.html,"3,225","['34.147709', '-118.255774']",34.147709,-118.255774
1600,1600,2022-05-22 09:16, (North Hollywood / Valley Village),"♧ 2 Bedroom in Valley Village | Pool, Gym, Wood Inspired Floors ♧",2.0,990.0,https://losangeles.craigslist.org/sfv/apa/d/valley-village-bedroom-in-valley/7486889837.html,"2,295","['34.163324', '-118.396513']",34.163324,-118.396513
1601,1601,2022-05-22 09:16, (North Hollywood),Studio in Arts District ^ Built in 2019 ^ Polished Concrete Floors,,600.0,https://losangeles.craigslist.org/sfv/apa/d/toluca-lake-studio-in-arts-district/7486889656.html,"2,525","['34.168608', '-118.383010']",34.168608,-118.383010
1602,1602,2022-05-22 09:15, (Tarzana),"Pet Friendly, Refrigerator, Courtyard",3.0,1194.0,https://losangeles.craigslist.org/sfv/apa/d/tarzana-pet-friendly-refrigerator/7483357610.html,"3,395","['34.167100', '-118.541400']",34.167100,-118.541400
1603,1603,2022-05-22 09:15, (Santa Clarita),Smart Keyless Entry-Fully Equipped Kitchen-2 Bed in Old Town Newhall,2.0,1147.0,https://losangeles.craigslist.org/sfv/apa/d/santa-clarita-smart-keyless-entry-fully/7486889175.html,"3,145","['34.380897', '-118.529552']",34.380897,-118.529552
1604,1604,2022-05-22 09:14, (Burbank),"One Bedroom, Griffith Park View!",1.0,617.0,https://losangeles.craigslist.org/sfv/apa/d/burbank-one-bedroom-griffith-park-view/7486888648.html,"2,475","['34.158920', '-118.313173']",34.158920,-118.313173
1605,1605,2022-05-22 09:13, (Sherman Oaks 91423),"Ceiling Fan, A/C, Hardwood Style Floors, Efficiency In Sherman Oaks",,350.0,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-ceiling-fan-c-hardwood/7486888178.html,"1,595","['34.149992', '-118.423584']",34.149992,-118.423584
1606,1606,2022-05-22 09:12, (Downtown Glendale),Newly Remodeled 2+2 in Glendale ~ Refrigerator ~ Wood Style Floors,2.0,1100.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-newly-remodeled-22-in-glendale/7486888017.html,"2,625","['34.156531', '-118.252708']",34.156531,-118.252708
1607,1607,2022-05-22 09:12, (san fernando valley),"2/BD 2/BA, Complimentary gated guest parking, Woodland Hills CA",2.0,1097.0,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-bd-ba-complimentary/7486887867.html,"3,166","['34.176700', '-118.615900']",34.176700,-118.615900
1608,1608,2022-05-22 09:11, (North Hills),Cute 1 bedroom Apt in North Hills near Woodley Station!!,1.0,,https://losangeles.craigslist.org/sfv/apa/d/north-hills-cute-bedroom-apt-in-north/7486884807.html,830,"[None, None]",,
1609,1609,2022-05-22 09:11, (Woodland Hills),Studio w/ washer and dryer,,609.0,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-studio-washer-and-dryer/7486887509.html,"2,216","['34.199300', '-118.598300']",34.199300,-118.598300
1610,1610,2022-05-22 09:10, (san fernando valley),Renovated with AC + W/D & huge patio! Assigned parking space,1.0,,https://losangeles.craigslist.org/sfv/apa/d/los-angeles-renovated-with-ac-d-huge/7486881395.html,"1,645","[None, None]",,
1611,1611,2022-05-22 09:08, (Glendale),Play. Relax. Repeat. - Downtown Glendale Living,1.0,662.0,https://losangeles.craigslist.org/sfv/apa/d/glendale-play-relax-repeat-downtown/7486885898.html,"2,467","['34.151700', '-118.263600']",34.151700,-118.263600
